#Prcp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,eco1,eco2,eco3,eco4,eco5,eco6,eco7,eco8,eco9,eco10,eco1,eco2,eco3,eco4,eco5,eco6,eco7,eco8,eco9,eco10,eco1,eco2,eco3,eco4,eco5,eco6,eco7,eco8,eco9,eco10
TIMESTEP,MEAN(mm/month),MEAN(mm/month),MEAN(mm/month),MEAN(mm/month),MEAN(mm/month),MEAN(mm/month),MEAN(mm/month),MEAN(mm/month),MEAN(mm/month),MEAN(mm/month),VARIANCE(mm/month^1),VARIANCE(mm/month^5),VARIANCE(mm/month^9),VARIANCE(mm/month^13),VARIANCE(mm/month^17),VARIANCE(mm/month^21),VARIANCE(mm/month^22),VARIANCE(mm/month^27),VARIANCE(mm/month^30),VARIANCE(mm/month^35),STD_DEV(mm/month),STD_DEV(mm/month),STD_DEV(mm/month),STD_DEV(mm/month),STD_DEV(mm/month),STD_DEV(mm/month),STD_DEV(mm/month),STD_DEV(mm/month),STD_DEV(mm/month),STD_DEV(mm/month)
2078/12/1,111.9507917,116.1630342,108.0416924,118.7135054,117.5599761,137.2482734,116.4948818,113.2812375,110.6546772,115.1852675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/1/1,69.09709047,61.77898764,59.04067691,82.61287187,76.09056779,95.089654,67.78622138,58.63926131,60.29303784,60.20554001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/2/1,50.74711852,37.60946444,38.5299148,79.34942913,66.67557314,94.95172766,53.98519762,36.20645611,40.41239848,37.38301581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/3/1,76.28815728,63.53113212,66.46347743,94.92970222,86.17677479,96.73448655,71.88239821,61.17657783,64.70132538,60.88232282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/4/1,114.4424327,99.93404776,106.7494963,125.4497427,120.0132534,128.8827631,113.1606148,97.59549903,106.3412569,94.57678064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/5/1,102.1375553,88.91000195,96.16398464,108.4292874,104.7767729,112.3655278,99.30261051,85.88348757,94.64557981,83.10259976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/6/1,104.664349,88.61404893,96.74737388,109.1005216,107.7880615,110.4034548,103.7809165,85.06726562,96.69791497,83.13951952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/7/1,180.3605465,160.236314,169.928898,187.8135034,184.2773674,183.9310372,175.9610899,154.9096199,166.1792175,153.7710639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/8/1,427.4161679,388.0065603,399.508218,521.854917,468.8333771,571.6207276,429.7056724,383.8450682,394.0735813,385.1159307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/9/1,293.3024729,283.0078547,286.2889903,314.942164,299.996676,320.3068828,288.6978492,277.7306314,283.0254552,274.9164684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/10/1,97.43622555,85.32446842,85.88466114,130.4499488,112.744824,138.7172407,97.72113665,83.8030047,85.66479002,83.66794049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/11/1,175.5201358,163.9052989,163.4645811,199.1007379,188.2106851,207.5310224,173.6615499,159.5524042,163.4825145,156.9190653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079/12/1,68.40525716,69.91624926,65.29499969,75.2488067,73.77698681,89.89310276,73.48975951,69.36103455,68.05167722,71.10832178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/1/1,75.43040023,67.0524997,64.20008499,91.7901365,84.26646681,107.5137955,75.12057263,63.88483646,65.84613916,65.6244335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/2/1,77.75313552,59.27809878,60.37474836,115.2449667,98.47082717,130.8793128,79.99683514,56.36749449,62.40838526,57.95303519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/3/1,75.36529784,61.97071408,64.89533883,96.69802404,86.95163912,101.5448237,72.50521565,60.04369233,63.77667841,60.31577092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/4/1,60.92716998,53.39470134,56.60542455,68.2965732,64.75027433,73.11724207,60.61722525,51.74316692,56.16458487,49.98301765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/5/1,124.067073,108.1846429,116.9181355,132.0939721,127.4725248,139.1068979,121.4216075,104.4457954,115.2530964,101.4046785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/6/1,135.2789773,116.2716682,125.6683879,139.8199394,138.6416612,139.3275921,133.6662045,111.5711731,124.9562491,109.9455839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/7/1,107.4122848,89.4811872,97.92941344,115.5665653,111.2494006,108.3827534,102.2467438,87.59308693,95.49004611,86.36914714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/8/1,159.0541512,149.3154208,151.5997493,187.9926259,170.0798842,198.7482834,156.2345431,147.1747791,148.6957331,147.5057213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/9/1,145.8526906,138.0859549,140.6108465,157.4354176,149.4931391,158.1793179,141.8550225,134.7297377,138.1752097,132.2419406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/10/1,85.81101979,74.59631076,74.99787923,116.9938758,100.3203401,126.5138003,87.17895903,73.2744725,75.13353412,73.49081237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/11/1,94.64148275,89.6320269,88.5032219,107.7187957,102.6715961,117.4724162,97.25493596,87.99857512,90.18989018,87.6046804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080/12/1,74.90835636,77.09714607,71.92669517,80.68982382,79.56439618,95.12069255,79.00530564,75.83370712,74.17088368,77.09289892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/1/1,45.18625749,39.59041839,38.13644223,55.91412557,50.83756836,66.51034459,44.97281101,37.85608166,39.05238845,38.80104139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/2/1,73.10658753,55.51410744,56.74762846,110.4792338,93.99160338,129.0206941,76.37253425,52.95796079,58.62850691,54.33171665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/3/1,75.52102802,63.02493986,66.16449054,93.33136104,84.97437287,95.64138207,71.68715359,60.9184694,64.63846266,60.77590696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/4/1,97.12818596,85.26529608,90.6891585,107.4821381,102.5074712,113.3758659,96.60261101,82.9837067,90.1797276,80.54245802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/5/1,51.51228988,43.48714657,47.72627267,55.91838064,53.49509033,57.83103445,49.72234743,42.18070781,46.91270283,40.43310247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/6/1,65.33818902,53.92309604,59.56788153,69.67507487,68.38712804,73.43448738,65.59962619,51.38491164,59.76046771,49.79913134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/7/1,126.8408612,112.8446443,119.6645757,130.3061259,128.4978776,123.4137872,121.8209506,109.2392686,116.4849005,108.461708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/8/1,196.4079183,183.1610695,186.2823772,235.5086235,211.8269437,253.8275945,193.2269052,179.6536722,181.8013768,179.6585803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/9/1,314.4928417,305.8004277,307.8064647,339.5503758,322.3032111,344.8689652,310.456618,301.1859729,305.2873037,299.7636214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/10/1,162.6489606,144.0832726,144.1452498,216.0925226,186.7410035,227.0310438,162.3063298,141.1171864,143.3096582,141.4637744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/11/1,151.6903744,141.9513066,141.8641559,168.685363,161.1671238,173.0310379,149.295073,138.4165176,142.0380043,136.1764333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081/12/1,77.54471119,79.94636909,74.36652959,84.21868878,82.89307093,100.3379297,82.70884448,78.81576555,77.0429411,80.61698308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/1/1,76.02843568,66.38934447,63.97661271,93.04787072,84.98097302,106.4965497,74.5080071,62.68911493,65.13998912,64.22183731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/2/1,61.55630336,46.48684473,47.65347446,93.13997971,79.0532194,108.0586245,63.82653773,44.28033157,49.18307924,45.38266969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/3/1,113.5813165,95.67065473,99.80339231,139.6334386,127.5091593,143.3275869,107.3339875,91.79842155,96.99278581,91.27816053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/4/1,130.2219787,114.174942,121.7458477,142.6997949,136.4514728,150.1999972,129.2019565,111.1041324,121.0041163,107.6097081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/5/1,142.6481354,124.4661336,134.5545753,150.3687489,145.7026731,152.9689666,138.02524,120.7436978,132.44939,116.8233953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/6/1,49.94984445,40.20637042,44.83203479,55.55659621,53.66074406,61.85172828,51.48063528,38.41088795,45.17129209,37.06360677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/7/1,258.0316096,222.379341,237.4561065,294.5574238,275.9840296,300.6413807,256.5171398,219.3101425,234.6830221,219.3481914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/8/1,124.3716913,117.5394667,118.8169508,149.3359323,135.3284637,167.6379352,128.1400375,116.4476767,118.7578799,117.2119608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/9/1,121.2658655,112.505535,115.7404237,130.1143321,123.7390987,127.7793107,115.7629439,109.4288276,112.8675784,106.3440269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/10/1,133.6483887,116.49006,117.366022,178.2866138,153.7384418,184.0275859,132.1963723,114.3135907,116.596094,114.18908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/11/1,137.1357171,129.0081561,128.4042388,152.9297987,146.4772098,159.9793214,137.1906841,126.22147,129.4776445,124.8157706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082/12/1,62.26212906,63.50148595,59.51711954,67.89304503,66.66788743,79.78965724,65.94320572,62.75502954,61.59862868,64.13812806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/1/1,74.43299833,65.35375358,62.83356139,90.09781966,82.53958611,103.1310352,72.4164856,61.62237263,63.8482716,63.1715808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/2/1,62.82413156,47.9936322,48.74313767,94.32129149,80.44252947,110.3758681,65.55121004,45.68798878,50.50975768,46.95130091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/3/1,88.26574214,73.88952178,77.14194908,110.2797527,100.1624871,115.6827607,84.35540505,71.26328752,75.27382943,71.1391692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/4/1,92.95117151,81.8456567,86.53635718,104.4769428,99.14847102,113.2793103,94.33184589,79.76936945,86.87174924,77.70467938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/5/1,78.10038328,67.89291977,73.35364242,84.75129734,81.25725307,91.85861986,77.32095344,65.63100815,72.45558801,63.60433356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/6/1,80.97061479,69.0707765,75.0159306,84.95129959,83.82644715,87.45861138,81.3403157,66.40691087,75.43099698,65.26863055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/7/1,224.9384479,190.8480382,204.7095826,264.1555577,243.9013649,266.8655241,223.3442307,190.2623896,202.9605725,191.2570175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/8/1,216.3863873,195.5484589,203.6233083,249.5771605,228.1142324,241.27586,206.2862217,195.053159,199.4625567,194.5159474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/9/1,189.4456097,180.042505,183.8283126,198.1466239,190.3204418,186.0758683,179.6729857,176.6717792,180.1416202,173.7105805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/10/1,99.30038282,87.50536169,88.34432222,127.7841132,111.5791758,129.2999955,96.22607666,85.35090162,86.88318275,84.61230403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/11/1,168.4349614,160.5693466,159.1330514,182.6377995,177.0242112,186.75172,166.4766348,156.2654712,159.5526958,154.4102265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083/12/1,117.0401538,122.1979769,113.1379687,122.5793367,121.9594316,139.4655264,120.9358453,119.1968489,115.7453773,121.5693219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/1/1,56.98194982,48.63107212,47.0111884,72.46531854,65.12595294,84.27241469,56.73156434,46.26096284,48.46356924,47.66152433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/2/1,71.89962069,54.22678626,55.43169482,109.7337527,93.03446364,128.8586152,75.35167673,51.75946022,57.43892337,53.08076272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/3/1,71.81317227,59.13946394,62.04432512,90.85472425,82.22606624,94.67931621,69.03184226,57.21261407,61.11143323,57.28908285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/4/1,105.5474336,92.50988044,98.299661,116.7455945,111.317941,120.9724211,104.4316592,90.10045267,97.75457337,87.45702123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/5/1,122.3380642,106.8660097,115.2584729,131.0607497,126.3522328,138.9103483,120.3882717,103.3178663,113.7958339,100.5071048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/6/1,108.0438947,91.2386316,99.79211811,113.5353096,112.1164161,118.2965473,109.3945071,87.44159159,100.648779,85.75129229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/7/1,49.35750539,38.14690478,42.81483198,58.74600217,54.24640226,59.41379366,48.39767349,37.80405556,41.91788608,37.61421187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/8/1,355.6048214,335.9996514,339.5884847,421.2443485,379.8751451,443.7137897,345.8372481,329.2216941,330.1408023,330.0435101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/9/1,158.1326847,148.3572655,151.8562724,170.6014586,161.5997781,167.5551734,151.5794311,144.9701181,148.6987358,141.842974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/10/1,111.9629503,97.44262305,98.15228378,150.9980362,129.7575289,161.4862069,112.1647128,95.45525384,97.59720135,95.30017423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/11/1,131.3673237,120.4480958,120.6537238,154.7524368,144.2123278,165.7482807,132.8472984,118.2417397,121.9515732,116.5934139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084/12/1,60.76776465,61.40678534,57.61949275,66.69937492,65.29781796,77.35861821,64.56042945,61.67297397,60.40823253,63.21889143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/1/1,64.74040434,56.33785664,54.44398109,80.13634365,72.98877109,93.07931172,64.19217935,53.89669612,55.89146192,55.38422595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/2/1,76.13603562,57.81059731,58.8294936,115.0382151,97.91957773,133.4517348,79.59553326,55.0866365,61.02987925,56.52357115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/3/1,56.3495265,45.98970152,48.15661107,73.48826755,65.66538119,77.15862452,54.08845388,44.52605239,47.41600467,45.02790395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/4/1,100.1012637,88.23767493,93.20406964,112.1374858,106.5174984,119.7862131,100.4851942,85.80923236,92.97611754,83.40779955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/5/1,84.38378284,72.03679019,78.5623713,91.53697385,87.57290839,95.78966759,81.92634924,69.83273353,77.24827108,67.25182032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/6/1,89.02432023,75.57720343,82.27000272,93.0146422,91.64885434,92.39310221,87.67272352,72.90683419,81.82642372,71.64800781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/7/1,38.43489726,28.13761904,32.78864506,42.43364413,40.66962878,38.59999862,35.42895901,27.4379129,31.37383156,26.21767923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/8/1,221.3540234,205.2375048,210.9856795,253.656382,231.1267747,244.6379338,208.0879974,203.0491828,204.7917682,202.0592857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/9/1,349.4326396,339.4204297,342.5938216,368.8425735,353.5320872,363.6068683,339.7474215,333.488962,338.2082277,330.7277439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/10/1,153.4644684,132.7189911,134.2926319,202.9873361,175.629884,204.4103552,149.5950671,129.7353673,132.5648422,128.9721057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/11/1,102.6204572,94.74880554,95.12288322,116.8668772,110.7803709,122.1793094,102.8879932,93.63483503,96.31412752,92.57278779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085/12/1,80.15643221,81.96172918,76.88491808,86.58453028,85.15414442,100.6034548,84.33808525,80.69903255,79.27419357,81.935015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/1/1,88.87498826,78.22862878,75.02542086,108.9506752,99.56401787,126.993104,87.6812864,73.6843071,76.43399082,75.55043186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/2/1,46.89176742,35.01256029,36.27627124,71.0067494,60.0840782,80.68965924,47.85009478,33.49241713,37.2518801,34.20346556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/3/1,55.44648586,44.81416674,47.81034043,69.74216478,63.00485373,70.20000138,52.18677673,43.87582591,46.79491657,43.93414216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/4/1,86.43476922,75.44541811,80.34703827,95.9385232,91.30583518,100.7206921,85.66005695,73.57102392,79.92429086,71.2360455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/5/1,177.4891062,156.8267323,168.1510175,188.2515125,182.4492419,197.7413807,175.2776586,151.9671169,166.4791152,147.9131683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/6/1,72.93286875,59.55309499,66.35254073,75.52181168,74.74869638,73.42414138,70.69813353,57.08828956,66.01493796,55.26169963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/7/1,199.0179229,175.1762534,185.5913583,220.7236827,209.3838637,215.4896686,195.5376164,173.1003005,182.8396871,174.065342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/8/1,235.100638,220.5645832,223.7291507,279.5233626,251.130753,293.5689434,226.2286791,215.1186991,216.0391301,214.633799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/9/1,61.38157172,54.12732259,56.82406769,68.39626292,64.38451513,67.77241621,59.59273895,53.35450585,56.05960404,51.99098661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/10/1,157.6730894,137.5275029,138.3556786,211.2286625,182.2022934,220.3896586,156.6623888,134.4132137,137.4026424,134.1194095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/11/1,122.5001307,116.1110156,114.9683103,137.2742497,131.3460206,146.5172431,123.5865008,113.2948249,116.0385187,112.1509572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086/12/1,99.94363155,102.9659502,95.7034782,107.4633409,106.0816747,125.4655183,105.155213,101.3860373,98.84695357,103.6048496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/1/1,104.5846748,93.22196535,89.02177805,125.4381118,115.4126512,144.8620731,102.1022365,87.42988277,90.2028969,89.57019166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/2/1,73.90114118,55.37827494,56.39568055,114.1380085,96.32688441,134.375871,78.07486388,52.80420489,58.87581499,54.50329238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/3/1,108.41064,91.97392909,95.86762717,132.5264822,121.3470581,136.9413738,103.5729992,88.57259973,93.6359739,88.22980811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/4/1,83.45275123,73.32774276,77.61873211,93.28100092,88.65409229,98.46551276,83.52867781,71.62342645,77.59151729,69.66360679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/5/1,62.01273033,53.81672797,58.23686443,66.08307428,64.00092685,68.88964862,61.33789526,52.2446713,57.89364886,50.850435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/6/1,89.07080535,74.22976186,81.61389803,93.16251386,92.15108951,94.03448155,88.33166245,70.76794072,81.6464436,68.68630801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/7/1,137.0635213,119.8501194,126.9792377,154.5099734,146.2560553,157.6448241,137.5014913,118.2048818,125.8379068,119.2951541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/8/1,125.1433828,116.9672054,120.166357,141.6860867,130.1847356,138.6,119.6712313,116.1437678,117.8140278,115.4954982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/9/1,126.4618727,117.7780389,120.9220313,137.187956,130.1938438,137.2827552,123.0529791,115.2810116,119.049031,113.0703678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/10/1,109.448006,93.58160527,95.41414855,145.278919,125.4118371,146.0482714,106.7537224,92.13595617,94.60238571,91.76411969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/11/1,139.2916455,131.7467262,130.5251705,155.7555474,148.6962871,162.9000145,138.9554916,128.6163668,131.2360792,127.1986157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087/12/1,85.59106942,88.37077363,82.19093277,93.41599755,91.82230278,111.6689693,91.83612591,87.37590084,85.48983552,89.21698369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/1/1,83.03977038,73.5911291,70.3855939,100.7160973,92.35436326,116.7241399,81.57364968,69.04091534,71.42352631,70.87764404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/2/1,52.16206531,38.68761933,39.588306,81.14444854,68.15877957,95.86207086,55.10232651,36.91344042,41.44253136,38.13345007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/3/1,99.92064459,85.58112725,89.48906847,118.4635592,109.6350109,119.1931109,93.11833918,82.24924715,86.21625734,81.46550987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/4/1,105.1200149,92.21136896,97.72220381,117.1291851,111.6802113,123.7482856,106.2082916,90.50255274,98.43145433,88.24194017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/5/1,48.22362358,40.84851189,44.66101421,52.78712524,50.38735275,56.76896324,47.3184371,39.57800182,43.9994393,38.15337938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/6/1,33.18366092,25.13738297,29.22042366,35.67840011,34.7323877,35.15172414,31.74459974,24.05195444,28.8462905,22.72409239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/7/1,208.8131086,186.4957059,196.9854264,221.1012476,214.1874659,209.4241272,201.5090312,182.4256794,192.3525899,182.3242488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/8/1,327.7594208,295.4600063,306.3850071,392.064381,355.061233,406.3931072,324.6484223,294.8235914,303.1809435,296.213005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/9/1,248.1727123,240.9010799,242.842795,265.1172473,252.5723611,266.7206959,242.0648004,235.5297457,239.1214838,232.3700268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/10/1,42.12944913,35.40958409,36.28940705,58.12274406,49.338494,61.5103451,42.2451598,35.01606553,36.34598645,34.92460966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/11/1,90.69740582,82.66791623,83.36805292,105.5900281,99.10469038,111.9517257,91.25726766,81.66906742,84.510471,80.37348293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088/12/1,56.53204685,57.69946702,53.45652653,62.90436361,61.50463451,76.37242214,61.16908923,57.48986315,56.14618929,59.30918745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089/1/1,62.31855835,55.47922609,53.13474692,74.71755121,68.87137376,85.55172793,60.98417266,52.70240394,54.09974774,54.02183673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089/2/1,75.33375787,56.90755965,58.09330444,113.8760088,96.75125571,132.2999972,78.33416973,54.19519659,60.1873472,55.68388285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089/3/1,65.7299559,55.00095448,57.53796481,80.98846987,73.64231095,81.35862414,61.07700489,52.77597797,55.52779593,52.4195862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089/4/1,132.8262812,116.4864977,123.3474584,148.801764,141.419087,158.4862045,133.5926434,113.6909278,123.5416151,110.7201123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089/5/1,161.4867638,144.5254174,153.9177136,169.175297,165.5218662,178.7862041,162.577284,139.6557057,153.9948138,137.3565001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
